,ItemName,ItemCode,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05
2291,סוד מרכך ארומתרפי900מל,7290017946399,10.9,10.9,10.9,10.9,14.9,14.9,14.9,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
2292,פרסיל ג'ל כביסה,7290017946979,30.9,30.9,30.9,30.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,
2293,לחם בסגנון אמריקה 500 גר,7290017947105,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
2294,פיתות כוסמין 8יח 400 גרם,7290017947464,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,,,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.90
2295,לחמנ.כוסמין אנג'ל6יח450ג,7290017947495,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2296,לחם כוסמין+חיטה מלאה750ג,7290017947891,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2297,לחמנ.המבורגר אמריקה75*6ג,7290017947921,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
2298,לחמניות מיני המבורגר400ג,7290017947938,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
2299,דגנים במילוי ק.שוקולד480,7290018045497,21.9,21.9,,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,דגנים במילוי ק.קרמל 480ג,7290018045695,21.9,21.9,21.9,21.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,,,,18.9,18.9,18.9,18.9,25.9,19.9,19.9,,,,,,,,,,,
2301,בייגל רומני שומשום אפוי,7290018077597,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,פיצה אנטיפסטי 260 גרם,7290018091036,16.9,16.9,16.9,16.9,,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,,,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,,,16.9,16.9,16.9,16.9,16.9,16.9,,,,,,,,,,,,,,16.9,16.9,16.90
2303,מאפה פילו תרד וגבינה 320,7290018091081,21.9,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,בצק פריך עם שקדים,7290018091647,25.9,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,מאפה פילו גבינה 320 גרם,7290018091876,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,
2306,תירס למיקרוגל,7290018115008,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,
2307,פתיבר בטעם וניל 200 גרם,7290018127452,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,
2308,פתיבר בטעם שוקו 200 ג',7290018127469,13.9,13.9,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,מאגדת שוקו וניל עוגיות,7290018131039,32.9,32.9,32.9,32.9,32.9,32.9,,,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,,,,,32.9,32.9,32.9,32.90
2310,מאגדת וניל מצופה תות 440,7290018131756,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,,,,,,,,,,,,,,,,,,,,,31.90
2311,מאגדת להפרוטה תות שוקולד,7290018131954,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,,,,,,,,,,,,,,,,,,,32.9,32.9,32.90
2312,"בקלוואה אותנטית ללת""ס300",7290018160152,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,בקלוואה אותנטית 150 גרם,7290018160176,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,גוורצטרמינר רזרב גולד750,7290018165010,44.9,54.9,44.9,44.9,,,,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,,,,,,,,,,,,,,,,54.9,,,,,,,,,,,,,
2315,"מרלו רזרב גולד 750 מ""ל",7290018165447,44.9,54.9,44.9,44.9,,,,,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,,,,,,,,,,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,54.9,44.9,44.9,,,,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.90
2316,רוסטיק ציפס 1.5 קג,7290018198100,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
2317,פסטרמה במעשנה נתח שלם,7290018237328,16.9,23.9,19.9,19.9,19.9,19.9,,,,,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,19.9,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,,,,,,,,,,,,
2318,פסטרמה מהגריל מנתח שלם,7290018237373,25.9,25.9,25.9,25.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,,,,,,,
2319,פסטרמה מקורמלת מנתח שלם,7290018237397,25.9,25.9,25.9,25.9,29.9,29.9,29.9,29.9,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
2320,פסטרמה במעשנה מנתח שלם,7290018237410,25.9,25.9,25.9,25.9,29.9,29.9,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
2321,פסטרמה ברביקיו דקדק 220,7290018237489,19.9,26.9,21.9,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,21.9,21.9,21.9,21.9,26.9,22.9,22.9,22.9,22.9,22.9,,,,,,,,
2322,רוטב עגב.פיקנטי שקשוק400,7290018285077,15.9,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,
2323,סירופ בטעם פטל 1 ליטר,7290018359020,24.9,24.9,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,"תירס מהשדה ללת""ס 550 גרם",7290018359495,7.9,,,,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
2325,דפי בצק פילו משולשים360ג,7290018380734,15.9,15.9,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2326,דפי בצק פילו עגולים 500,7290018380741,15.9,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2327,שום שחור 200גרם,7290018394076,24.9,24.9,24.9,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,בורגרים מן הצומח 227 גרם,7290018400005,37.9,37.9,,,,,,,,,,,,,,,,,,,,,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,,,,,,,,,,,,37.9,37.9,37.9,37.9,37.9,37.9,37.90
2329,חומוס לחומוס 800 גרם,7290018400234,21.9,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,SMOOTHIE בננה תמר,7290018400647,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
2331,טברנה יוונית 800 גרם,7290018400807,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,24.9,24.9,24.9,24.9,24.90
2332,טחון מן הצומח 400 גרם,7290018400821,44.9,,,,,,,,,,,,,,,,,,,,,,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,
2333,צ'אי שקדים 25 * 2 גרם,7290018440247,24.1,24.1,24.1,24.1,,,,,,,,,,,,,,,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,,,,,,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.10
2334,תה ירוק מאטה לימון+נענ25,7290018440384,24.9,24.9,24.9,24.9,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,,,,,,,,,
2335,טונה בשמן זית 65*3 גרם,7290018440438,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,20.9,20.9,20.9,20.9,20.90
2336,נתחי טונה בהיר שמ.זית160,7290018440445,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.90
2337,סלט קליפורניה+טונה150ג,7290018440513,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2338,סלט טונה מקסיקני 150 גרם,7290018440520,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,
2339,פרצל עם הכל קפוא 280 גרם,7290018441985,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
2340,פרוט&וג תפוח בננ.מלון1ל,7290018471197,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,,,,,,,,,,,,,
2341,פרוט& ווג תפ.רימון סלק1ל,7290018471395,14.1,14.1,14.1,14.1,,,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,,14.1,14.1,14.1,14.10
2342,שוופס טוניק אינדיאן 1ל',7290018471616,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,,,,,,,,,,,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,,,,
2343,שוופס טוניק אשכול.ליצי1ל,7290018471623,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,,,,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.10
2344,משקה אלוורה קינג פטל 1 ל,7290018471739,14.1,14.1,14.1,14.1,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.90
2345,משקה אלוורה קינג קיווי1ל,7290018471746,14.1,14.1,14.1,14.1,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,שוופס מוגז ענבים 1.5ליטר,7290018471920,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,,,,,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.5,9.5,9.5,9.5,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
2347,שוופס מוגז תות ליים 1.5ל,7290018471937,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,9.5,9.50
2348,שוופס מוגז לימונייד 1.5ל,7290018471944,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,,,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,9.5,9.5,9.5,9.5,9.50
2349,שוופס מוגז אשכולית אדומה,7290018471951,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,,,,,,,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,,,,,,,,,9.3,9.5,9.5,9.5,9.5,9.5,9.5,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
2350,לחם מחמצת כוסמין 500 גרם,7290018540817,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.90
2351,לחם מחמצת כפרי 500 גרם,7290018540824,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.90
2352,לחם מחמצת ח.מלאה+גרעי500,7290018540831,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.90
2353,רויאל בטעם לימונים 750 מ,7290018556238,36.9,54.9,54.9,54.9,54.9,54.9,54.9,,,,,,,,,,,,,,,,,,,54.9,54.9,54.9,54.9,54.9,54.9,54.9,,,,,,,,,,,,,,,,,
2354,פופקורנס טבעי+מלח ים50ג,7290018648001,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,נסטלה מאג מניוגו לייט 6,7290018652657,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,29.90
2356,עוג.יאמי ממולא ק.אגוז150,7290018720110,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.90
2357,עוג.יאמי ממולא ק.שמנת150,7290018720127,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,
2358,תפוח אדמה לבן גורמה,7290018825020,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.90
2359,תפוח אדמה אדום,7290018825433,5.9,5.9,5.9,5.5,5.5,5.5,5.9,5.9,5.9,5.9,5.5,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,,,,,,,,,,,,,,,,,,,
2360,תפוחי אדמה לבן,7290018825631,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,תפוח אדמהלבן בייבי גורמה,7290018825815,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.90
2362,בונ.צדפי שוקולד 125 גרם,7290018893272,11.5,11.5,11.5,11.5,11.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,עוגות אישיות חלב300גרם,7290018893456,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
2364,עוגיות סנדביץ שוקו 180גר,7290018893500,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,,,,,,,,,,,,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,,,,,,,,,,,,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,,
2365,עוגיות סנדביץ שוקו 250גר,7290018893708,7.6,7.6,7.6,7.6,7.6,7.6,7.6,,,,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,,,,,,,,,,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.60
2366,בייגלה בתוספת שומשום200ג,7290018893852,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.50
2367,"תחליב רחצה אלוורה 700מ""ל",7290018921265,13.9,13.9,13.9,13.9,17.9,17.9,17.9,17.9,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,17.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,
2368,מיץ סחוט תפוח דובדבן750מ,7290018925003,12.9,12.9,12.9,12.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
2369,מיץ תפוזים סחוט 2 ליטר,7290018925065,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.90
